day,insightTrafficSourceType,views,estimatedMinutesWatched,averageViewDuration,averageViewPercentage,engagedViews
2019-04-18,ADVERTISING,0,0,0,0.0,0
2019-04-18,END_SCREEN,0,0,0,0.0,0
2019-04-18,EXT_URL,0,0,0,0.0,0
2019-04-18,HASHTAGS,0,0,0,0.0,0
2019-04-18,NOTIFICATION,0,0,0,0.0,0
2019-04-18,NO_LINK_OTHER,0,0,0,0.0,0
2019-04-18,PLAYLIST,0,0,0,0.0,0
2019-04-18,RELATED_VIDEO,0,0,0,0.0,0
2019-04-18,SHORTS,0,0,0,0.0,0
2019-04-18,SHORTS_CONTENT_LINKS,0,0,0,0.0,0
2019-04-18,SOUND_PAGE,0,0,0,0.0,0
2019-04-18,SUBSCRIBER,0,0,0,0.0,0
2019-04-18,YT_CHANNEL,0,0,0,0.0,0
2019-04-18,YT_OTHER_PAGE,0,0,0,0.0,0
2019-04-18,YT_SEARCH,0,0,0,0.0,0
2019-04-19,ADVERTISING,0,0,0,0.0,0
2019-04-19,END_SCREEN,0,0,0,0.0,0
2019-04-19,EXT_URL,0,0,0,0.0,0
2019-04-19,HASHTAGS,0,0,0,0.0,0
2019-04-19,NOTIFICATION,0,0,0,0.0,0
2019-04-19,NO_LINK_OTHER,0,0,0,0.0,0
2019-04-19,PLAYLIST,0,0,0,0.0,0
2019-04-19,RELATED_VIDEO,0,0,0,0.0,0
2019-04-19,SHORTS,0,0,0,0.0,0
2019-04-19,SHORTS_CONTENT_LINKS,0,0,0,0.0,0
2019-04-19,SOUND_PAGE,0,0,0,0.0,0
2019-04-19,SUBSCRIBER,0,0,0,0.0,0
2019-04-19,YT_CHANNEL,0,0,0,0.0,0
2019-04-19,YT_OTHER_PAGE,0,0,0,0.0,0
2019-04-19,YT_SEARCH,0,0,0,0.0,0
2019-04-20,ADVERTISING,0,0,0,0.0,0
2019-04-20,END_SCREEN,0,0,0,0.0,0
2019-04-20,EXT_URL,0,0,0,0.0,0
2019-04-20,HASHTAGS,0,0,0,0.0,0
2019-04-20,NOTIFICATION,0,0,0,0.0,0
2019-04-20,NO_LINK_OTHER,0,0,0,0.0,0
2019-04-20,PLAYLIST,0,0,0,0.0,0
2019-04-20,RELATED_VIDEO,0,0,0,0.0,0
2019-04-20,SHORTS,0,0,0,0.0,0
2019-04-20,SHORTS_CONTENT_LINKS,0,0,0,0.0,0
2019-04-20,SOUND_PAGE,0,0,0,0.0,0
2019-04-20,SUBSCRIBER,0,0,0,0.0,0
2019-04-20,YT_CHANNEL,0,0,0,0.0,0
2019-04-20,YT_OTHER_PAGE,0,0,0,0.0,0
2019-04-20,YT_SEARCH,0,0,0,0.0,0
2019-04-21,ADVERTISING,0,0,0,0.0,0
2019-04-21,END_SCREEN,0,0,0,0.0,0
2019-04-21,EXT_URL,0,0,0,0.0,0
2019-04-21,HASHTAGS,0,0,0,0.0,0
2019-04-21,NOTIFICATION,0,0,0,0.0,0
2019-04-21,NO_LINK_OTHER,0,0,0,0.0,0
2019-04-21,PLAYLIST,0,0,0,0.0,0
2019-04-21,RELATED_VIDEO,0,0,0,0.0,0
2019-04-21,SHORTS,0,0,0,0.0,0
2019-04-21,SHORTS_CONTENT_LINKS,0,0,0,0.0,0
2019-04-21,SOUND_PAGE,0,0,0,0.0,0
2019-04-21,SUBSCRIBER,0,0,0,0.0,0
2019-04-21,YT_CHANNEL,0,0,0,0.0,0
2019-04-21,YT_OTHER_PAGE,0,0,0,0.0,0
2019-04-21,YT_SEARCH,0,0,0,0.0,0
2019-04-22,ADVERTISING,0,0,0,0.0,0
2019-04-22,END_SCREEN,0,0,0,0.0,0
2019-04-22,EXT_URL,0,0,0,0.0,0
2019-04-22,HASHTAGS,0,0,0,0.0,0
2019-04-22,NOTIFICATION,0,0,0,0.0,0
2019-04-22,NO_LINK_OTHER,0,0,0,0.0,0
2019-04-22,PLAYLIST,0,0,0,0.0,0
2019-04-22,RELATED_VIDEO,0,0,0,0.0,0
2019-04-22,SHORTS,0,0,0,0.0,0
2019-04-22,SHORTS_CONTENT_LINKS,0,0,0,0.0,0
2019-04-22,SOUND_PAGE,0,0,0,0.0,0
2019-04-22,SUBSCRIBER,0,0,0,0.0,0
2019-04-22,YT_CHANNEL,0,0,0,0.0,0
2019-04-22,YT_OTHER_PAGE,0,0,0,0.0,0
2019-04-22,YT_SEARCH,0,0,0,0.0,0
2019-04-23,ADVERTISING,0,0,0,0.0,0
2019-04-23,END_SCREEN,0,0,0,0.0,0
2019-04-23,EXT_URL,0,0,0,0.0,0
2019-04-23,HASHTAGS,0,0,0,0.0,0
2019-04-23,NOTIFICATION,0,0,0,0.0,0
2019-04-23,NO_LINK_OTHER,0,0,0,0.0,0
2019-04-23,PLAYLIST,0,0,0,0.0,0
2019-04-23,RELATED_VIDEO,0,0,0,0.0,0
2019-04-23,SHORTS,0,0,0,0.0,0
2019-04-23,SHORTS_CONTENT_LINKS,0,0,0,0.0,0
2019-04-23,SOUND_PAGE,0,0,0,0.0,0
2019-04-23,SUBSCRIBER,0,0,0,0.0,0
2019-04-23,YT_CHANNEL,0,0,0,0.0,0
2019-04-23,YT_OTHER_PAGE,0,0,0,0.0,0
2019-04-23,YT_SEARCH,0,0,0,0.0,0
2019-04-24,ADVERTISING,0,0,0,0.0,0
2019-04-24,END_SCREEN,0,0,0,0.0,0
2019-04-24,EXT_URL,0,0,0,0.0,0
2019-04-24,HASHTAGS,0,0,0,0.0,0
2019-04-24,NOTIFICATION,0,0,0,0.0,0
2019-04-24,NO_LINK_OTHER,0,0,0,0.0,0
2019-04-24,PLAYLIST,0,0,0,0.0,0
2019-04-24,RELATED_VIDEO,0,0,0,0.0,0
2019-04-24,SHORTS,0,0,0,0.0,0
2019-04-24,SHORTS_CONTENT_LINKS,0,0,0,0.0,0
2019-04-24,SOUND_PAGE,0,0,0,0.0,0
2019-04-24,SUBSCRIBER,0,0,0,0.0,0
2019-04-24,YT_CHANNEL,0,0,0,0.0,0
2019-04-24,YT_OTHER_PAGE,0,0,0,0.0,0
2019-04-24,YT_SEARCH,0,0,0,0.0,0
2019-04-25,ADVERTISING,0,0,0,0.0,0
2019-04-25,END_SCREEN,0,0,0,0.0,0
2019-04-25,EXT_URL,0,0,0,0.0,0
2019-04-25,HASHTAGS,0,0,0,0.0,0
2019-04-25,NOTIFICATION,0,0,0,0.0,0
2019-04-25,NO_LINK_OTHER,0,0,0,0.0,0
2019-04-25,PLAYLIST,0,0,0,0.0,0
2019-04-25,RELATED_VIDEO,0,0,0,0.0,0
2019-04-25,SHORTS,0,0,0,0.0,0
2019-04-25,SHORTS_CONTENT_LINKS,0,0,0,0.0,0
2019-04-25,SOUND_PAGE,0,0,0,0.0,0
2019-04-25,SUBSCRIBER,0,0,0,0.0,0
2019-04-25,YT_CHANNEL,0,0,0,0.0,0
2019-04-25,YT_OTHER_PAGE,0,0,0,0.0,0
2019-04-25,YT_SEARCH,0,0,0,0.0,0
2019-04-26,ADVERTISING,0,0,0,0.0,0
2019-04-26,END_SCREEN,0,0,0,0.0,0
2019-04-26,EXT_URL,0,0,0,0.0,0
2019-04-26,HASHTAGS,0,0,0,0.0,0
2019-04-26,NOTIFICATION,0,0,0,0.0,0
2019-04-26,NO_LINK_OTHER,0,0,0,0.0,0
2019-04-26,PLAYLIST,0,0,0,0.0,0
2019-04-26,RELATED_VIDEO,0,0,0,0.0,0
2019-04-26,SHORTS,0,0,0,0.0,0
2019-04-26,SHORTS_CONTENT_LINKS,0,0,0,0.0,0
2019-04-26,SOUND_PAGE,0,0,0,0.0,0
2019-04-26,SUBSCRIBER,0,0,0,0.0,0
2019-04-26,YT_CHANNEL,0,0,0,0.0,0
2019-04-26,YT_OTHER_PAGE,0,0,0,0.0,0
2019-04-26,YT_SEARCH,0,0,0,0.0,0
2019-04-27,ADVERTISING,0,0,0,0.0,0
2019-04-27,END_SCREEN,0,0,0,0.0,0
2019-04-27,EXT_URL,0,0,0,0.0,0
2019-04-27,HASHTAGS,0,0,0,0.0,0
2019-04-27,NOTIFICATION,0,0,0,0.0,0
2019-04-27,NO_LINK_OTHER,0,0,0,0.0,0
2019-04-27,PLAYLIST,0,0,0,0.0,0
2019-04-27,RELATED_VIDEO,0,0,0,0.0,0
2019-04-27,SHORTS,0,0,0,0.0,0
2019-04-27,SHORTS_CONTENT_LINKS,0,0,0,0.0,0
2019-04-27,SOUND_PAGE,0,0,0,0.0,0
2019-04-27,SUBSCRIBER,0,0,0,0.0,0
2019-04-27,YT_CHANNEL,0,0,0,0.0,0
2019-04-27,YT_OTHER_PAGE,0,0,0,0.0,0
2019-04-27,YT_SEARCH,0,0,0,0.0,0
2019-04-28,ADVERTISING,0,0,0,0.0,0
2019-04-28,END_SCREEN,0,0,0,0.0,0
2019-04-28,EXT_URL,0,0,0,0.0,0
2019-04-28,HASHTAGS,0,0,0,0.0,0
2019-04-28,NOTIFICATION,0,0,0,0.0,0
2019-04-28,NO_LINK_OTHER,0,0,0,0.0,0
2019-04-28,PLAYLIST,0,0,0,0.0,0
2019-04-28,RELATED_VIDEO,0,0,0,0.0,0
2019-04-28,SHORTS,0,0,0,0.0,0
2019-04-28,SHORTS_CONTENT_LINKS,0,0,0,0.0,0
2019-04-28,SOUND_PAGE,0,0,0,0.0,0
2019-04-28,SUBSCRIBER,0,0,0,0.0,0
2019-04-28,YT_CHANNEL,0,0,0,0.0,0
2019-04-28,YT_OTHER_PAGE,0,0,0,0.0,0
2019-04-28,YT_SEARCH,0,0,0,0.0,0
2019-04-29,ADVERTISING,0,0,0,0.0,0
2019-04-29,END_SCREEN,0,0,0,0.0,0
2019-04-29,EXT_URL,0,0,0,0.0,0
2019-04-29,HASHTAGS,0,0,0,0.0,0
2019-04-29,NOTIFICATION,0,0,0,0.0,0
2019-04-29,NO_LINK_OTHER,0,0,0,0.0,0
2019-04-29,PLAYLIST,0,0,0,0.0,0
2019-04-29,RELATED_VIDEO,0,0,0,0.0,0
2019-04-29,SHORTS,0,0,0,0.0,0
2019-04-29,SHORTS_CONTENT_LINKS,0,0,0,0.0,0
2019-04-29,SOUND_PAGE,0,0,0,0.0,0
2019-04-29,SUBSCRIBER,0,0,0,0.0,0
2019-04-29,YT_CHANNEL,0,0,0,0.0,0
2019-04-29,YT_OTHER_PAGE,0,0,0,0.0,0
2019-04-29,YT_SEARCH,0,0,0,0.0,0
2019-04-30,ADVERTISING,0,0,0,0.0,0
2019-04-30,END_SCREEN,0,0,0,0.0,0
2019-04-30,EXT_URL,0,0,0,0.0,0
2019-04-30,HASHTAGS,0,0,0,0.0,0
2019-04-30,NOTIFICATION,0,0,0,0.0,0
2019-04-30,NO_LINK_OTHER,0,0,0,0.0,0
2019-04-30,PLAYLIST,0,0,0,0.0,0
2019-04-30,RELATED_VIDEO,0,0,0,0.0,0
2019-04-30,SHORTS,0,0,0,0.0,0
2019-04-30,SHORTS_CONTENT_LINKS,0,0,0,0.0,0
2019-04-30,SOUND_PAGE,0,0,0,0.0,0
2019-04-30,SUBSCRIBER,0,0,0,0.0,0
2019-04-30,YT_CHANNEL,0,0,0,0.0,0
2019-04-30,YT_OTHER_PAGE,0,0,0,0.0,0
2019-04-30,YT_SEARCH,0,0,0,0.0,0
2019-05-01,ADVERTISING,0,0,0,0.0,0
2019-05-01,END_SCREEN,0,0,0,0.0,0
2019-05-01,EXT_URL,0,0,0,0.0,0
2019-05-01,HASHTAGS,0,0,0,0.0,0
2019-05-01,NOTIFICATION,0,0,0,0.0,0
2019-05-01,NO_LINK_OTHER,0,0,0,0.0,0
2019-05-01,PLAYLIST,0,0,0,0.0,0
2019-05-01,RELATED_VIDEO,0,0,0,0.0,0
2019-05-01,SHORTS,0,0,0,0.0,0
2019-05-01,SHORTS_CONTENT_LINKS,0,0,0,0.0,0
2019-05-01,SOUND_PAGE,0,0,0,0.0,0
2019-05-01,SUBSCRIBER,0,0,0,0.0,0
2019-05-01,YT_CHANNEL,0,0,0,0.0,0
2019-05-01,YT_OTHER_PAGE,0,0,0,0.0,0
2019-05-01,YT_SEARCH,0,0,0,0.0,0
2019-05-02,ADVERTISING,0,0,0,0.0,0
2019-05-02,END_SCREEN,0,0,0,0.0,0
2019-05-02,EXT_URL,0,0,0,0.0,0
2019-05-02,HASHTAGS,0,0,0,0.0,0
2019-05-02,NOTIFICATION,0,0,0,0.0,0
2019-05-02,NO_LINK_OTHER,0,0,0,0.0,0
2019-05-02,PLAYLIST,0,0,0,0.0,0
2019-05-02,RELATED_VIDEO,0,0,0,0.0,0
2019-05-02,SHORTS,0,0,0,0.0,0
2019-05-02,SHORTS_CONTENT_LINKS,0,0,0,0.0,0
2019-05-02,SOUND_PAGE,0,0,0,0.0,0
2019-05-02,SUBSCRIBER,0,0,0,0.0,0
2019-05-02,YT_CHANNEL,0,0,0,0.0,0
2019-05-02,YT_OTHER_PAGE,0,0,0,0.0,0
2019-05-02,YT_SEARCH,0,0,0,0.0,0
2019-05-03,ADVERTISING,0,0,0,0.0,0
2019-05-03,END_SCREEN,0,0,0,0.0,0
2019-05-03,EXT_URL,0,0,0,0.0,0
2019-05-03,HASHTAGS,0,0,0,0.0,0
2019-05-03,NOTIFICATION,0,0,0,0.0,0
2019-05-03,NO_LINK_OTHER,0,0,0,0.0,0
2019-05-03,PLAYLIST,0,0,0,0.0,0
2019-05-03,RELATED_VIDEO,0,0,0,0.0,0
2019-05-03,SHORTS,0,0,0,0.0,0
2019-05-03,SHORTS_CONTENT_LINKS,0,0,0,0.0,0
2019-05-03,SOUND_PAGE,0,0,0,0.0,0
2019-05-03,SUBSCRIBER,0,0,0,0.0,0
2019-05-03,YT_CHANNEL,0,0,0,0.0,0
2019-05-03,YT_OTHER_PAGE,0,0,0,0.0,0
2019-05-03,YT_SEARCH,0,0,0,0.0,0
2019-05-04,ADVERTISING,0,0,0,0.0,0
2019-05-04,END_SCREEN,0,0,0,0.0,0
2019-05-04,EXT_URL,0,0,0,0.0,0
2019-05-04,HASHTAGS,0,0,0,0.0,0
2019-05-04,NOTIFICATION,0,0,0,0.0,0
2019-05-04,NO_LINK_OTHER,0,0,0,0.0,0
2019-05-04,PLAYLIST,0,0,0,0.0,0
2019-05-04,RELATED_VIDEO,0,0,0,0.0,0
2019-05-04,SHORTS,0,0,0,0.0,0
2019-05-04,SHORTS_CONTENT_LINKS,0,0,0,0.0,0
2019-05-04,SOUND_PAGE,0,0,0,0.0,0
2019-05-04,SUBSCRIBER,0,0,0,0.0,0
2019-05-04,YT_CHANNEL,0,0,0,0.0,0
2019-05-04,YT_OTHER_PAGE,0,0,0,0.0,0
2019-05-04,YT_SEARCH,0,0,0,0.0,0
2019-05-05,ADVERTISING,0,0,0,0.0,0
2019-05-05,END_SCREEN,0,0,0,0.0,0
2019-05-05,EXT_URL,0,0,0,0.0,0
2019-05-05,HASHTAGS,0,0,0,0.0,0
2019-05-05,NOTIFICATION,0,0,0,0.0,0
2019-05-05,NO_LINK_OTHER,0,0,0,0.0,0
2019-05-05,PLAYLIST,0,0,0,0.0,0
2019-05-05,RELATED_VIDEO,0,0,0,0.0,0
2019-05-05,SHORTS,0,0,0,0.0,0
2019-05-05,SHORTS_CONTENT_LINKS,0,0,0,0.0,0
2019-05-05,SOUND_PAGE,0,0,0,0.0,0
2019-05-05,SUBSCRIBER,0,0,0,0.0,0
2019-05-05,YT_CHANNEL,0,0,0,0.0,0
2019-05-05,YT_OTHER_PAGE,0,0,0,0.0,0
2019-05-05,YT_SEARCH,0,0,0,0.0,0
2019-05-06,ADVERTISING,0,0,0,0.0,0
2019-05-06,END_SCREEN,0,0,0,0.0,0
2019-05-06,EXT_URL,0,0,0,0.0,0
2019-05-06,HASHTAGS,0,0,0,0.0,0
2019-05-06,NOTIFICATION,0,0,0,0.0,0
2019-05-06,NO_LINK_OTHER,0,0,0,0.0,0
2019-05-06,PLAYLIST,0,0,0,0.0,0
2019-05-06,RELATED_VIDEO,0,0,0,0.0,0
2019-05-06,SHORTS,0,0,0,0.0,0
2019-05-06,SHORTS_CONTENT_LINKS,0,0,0,0.0,0
2019-05-06,SOUND_PAGE,0,0,0,0.0,0
2019-05-06,SUBSCRIBER,0,0,0,0.0,0
2019-05-06,YT_CHANNEL,0,0,0,0.0,0
2019-05-06,YT_OTHER_PAGE,0,0,0,0.0,0
2019-05-06,YT_SEARCH,0,0,0,0.0,0
2019-05-07,ADVERTISING,0,0,0,0.0,0
2019-05-07,END_SCREEN,0,0,0,0.0,0
2019-05-07,EXT_URL,0,0,0,0.0,0
2019-05-07,HASHTAGS,0,0,0,0.0,0
2019-05-07,NOTIFICATION,0,0,0,0.0,0
2019-05-07,NO_LINK_OTHER,0,0,0,0.0,0
2019-05-07,PLAYLIST,0,0,0,0.0,0
2019-05-07,RELATED_VIDEO,0,0,0,0.0,0
2019-05-07,SHORTS,0,0,0,0.0,0
2019-05-07,SHORTS_CONTENT_LINKS,0,0,0,0.0,0
2019-05-07,SOUND_PAGE,0,0,0,0.0,0
2019-05-07,SUBSCRIBER,0,0,0,0.0,0
2019-05-07,YT_CHANNEL,0,0,0,0.0,0
2019-05-07,YT_OTHER_PAGE,0,0,0,0.0,0
2019-05-07,YT_SEARCH,0,0,0,0.0,0
2019-05-08,ADVERTISING,0,0,0,0.0,0
2019-05-08,END_SCREEN,0,0,0,0.0,0
2019-05-08,EXT_URL,0,0,0,0.0,0
2019-05-08,HASHTAGS,0,0,0,0.0,0
2019-05-08,NOTIFICATION,0,0,0,0.0,0
2019-05-08,NO_LINK_OTHER,0,0,0,0.0,0
2019-05-08,PLAYLIST,0,0,0,0.0,0
2019-05-08,RELATED_VIDEO,0,0,0,0.0,0
2019-05-08,SHORTS,0,0,0,0.0,0
2019-05-08,SHORTS_CONTENT_LINKS,0,0,0,0.0,0
2019-05-08,SOUND_PAGE,0,0,0,0.0,0
2019-05-08,SUBSCRIBER,0,0,0,0.0,0
2019-05-08,YT_CHANNEL,0,0,0,0.0,0
2019-05-08,YT_OTHER_PAGE,0,0,0,0.0,0
2019-05-08,YT_SEARCH,0,0,0,0.0,0
2019-05-09,ADVERTISING,0,0,0,0.0,0
2019-05-09,END_SCREEN,0,0,0,0.0,0
2019-05-09,EXT_URL,0,0,0,0.0,0
2019-05-09,HASHTAGS,0,0,0,0.0,0
2019-05-09,NOTIFICATION,0,0,0,0.0,0
2019-05-09,NO_LINK_OTHER,0,0,0,0.0,0
2019-05-09,PLAYLIST,0,0,0,0.0,0
2019-05-09,RELATED_VIDEO,0,0,0,0.0,0
2019-05-09,SHORTS,0,0,0,0.0,0
2019-05-09,SHORTS_CONTENT_LINKS,0,0,0,0.0,0
2019-05-09,SOUND_PAGE,0,0,0,0.0,0
2019-05-09,SUBSCRIBER,0,0,0,0.0,0
2019-05-09,YT_CHANNEL,0,0,0,0.0,0
2019-05-09,YT_OTHER_PAGE,0,0,0,0.0,0
2019-05-09,YT_SEARCH,0,0,0,0.0,0
2019-05-10,ADVERTISING,0,0,0,0.0,0
2019-05-10,END_SCREEN,0,0,0,0.0,0
2019-05-10,EXT_URL,0,0,0,0.0,0
2019-05-10,HASHTAGS,0,0,0,0.0,0
2019-05-10,NOTIFICATION,0,0,0,0.0,0
2019-05-10,NO_LINK_OTHER,0,0,0,0.0,0
2019-05-10,PLAYLIST,0,0,0,0.0,0
2019-05-10,RELATED_VIDEO,0,0,0,0.0,0
2019-05-10,SHORTS,0,0,0,0.0,0
2019-05-10,SHORTS_CONTENT_LINKS,0,0,0,0.0,0
2019-05-10,SOUND_PAGE,0,0,0,0.0,0
2019-05-10,SUBSCRIBER,0,0,0,0.0,0
2019-05-10,YT_CHANNEL,0,0,0,0.0,0
2019-05-10,YT_OTHER_PAGE,0,0,0,0.0,0
2019-05-10,YT_SEARCH,0,0,0,0.0,0
2019-05-11,ADVERTISING,0,0,0,0.0,0
2019-05-11,END_SCREEN,0,0,0,0.0,0
2019-05-11,EXT_URL,0,0,0,0.0,0
2019-05-11,HASHTAGS,0,0,0,0.0,0
2019-05-11,NOTIFICATION,0,0,0,0.0,0
2019-05-11,NO_LINK_OTHER,0,0,0,0.0,0
2019-05-11,PLAYLIST,0,0,0,0.0,0
2019-05-11,RELATED_VIDEO,0,0,0,0.0,0
2019-05-11,SHORTS,0,0,0,0.0,0
2019-05-11,SHORTS_CONTENT_LINKS,0,0,0,0.0,0
2019-05-11,SOUND_PAGE,0,0,0,0.0,0
2019-05-11,SUBSCRIBER,0,0,0,0.0,0
2019-05-11,YT_CHANNEL,0,0,0,0.0,0
2019-05-11,YT_OTHER_PAGE,0,0,0,0.0,0
2019-05-11,YT_SEARCH,0,0,0,0.0,0
2019-05-12,ADVERTISING,0,0,0,0.0,0
2019-05-12,END_SCREEN,0,0,0,0.0,0
2019-05-12,EXT_URL,0,0,0,0.0,0
2019-05-12,HASHTAGS,0,0,0,0.0,0
2019-05-12,NOTIFICATION,0,0,0,0.0,0
2019-05-12,NO_LINK_OTHER,0,0,0,0.0,0
2019-05-12,PLAYLIST,0,0,0,0.0,0
2019-05-12,RELATED_VIDEO,0,0,0,0.0,0
2019-05-12,SHORTS,0,0,0,0.0,0
2019-05-12,SHORTS_CONTENT_LINKS,0,0,0,0.0,0
2019-05-12,SOUND_PAGE,0,0,0,0.0,0
2019-05-12,SUBSCRIBER,0,0,0,0.0,0
2019-05-12,YT_CHANNEL,0,0,0,0.0,0
2019-05-12,YT_OTHER_PAGE,0,0,0,0.0,0
2019-05-12,YT_SEARCH,0,0,0,0.0,0
2019-05-13,ADVERTISING,0,0,0,0.0,0
2019-05-13,END_SCREEN,0,0,0,0.0,0
2019-05-13,EXT_URL,0,0,0,0.0,0
2019-05-13,HASHTAGS,0,0,0,0.0,0
2019-05-13,NOTIFICATION,0,0,0,0.0,0
2019-05-13,NO_LINK_OTHER,0,0,0,0.0,0
2019-05-13,PLAYLIST,0,0,0,0.0,0
2019-05-13,RELATED_VIDEO,0,0,0,0.0,0
2019-05-13,SHORTS,0,0,0,0.0,0
2019-05-13,SHORTS_CONTENT_LINKS,0,0,0,0.0,0
2019-05-13,SOUND_PAGE,0,0,0,0.0,0
2019-05-13,SUBSCRIBER,0,0,0,0.0,0
2019-05-13,YT_CHANNEL,0,0,0,0.0,0
2019-05-13,YT_OTHER_PAGE,0,0,0,0.0,0
2019-05-13,YT_SEARCH,0,0,0,0.0,0
2019-05-14,ADVERTISING,0,0,0,0.0,0
2019-05-14,END_SCREEN,0,0,0,0.0,0
2019-05-14,EXT_URL,0,0,0,0.0,0
2019-05-14,HASHTAGS,0,0,0,0.0,0
2019-05-14,NOTIFICATION,0,0,0,0.0,0
2019-05-14,NO_LINK_OTHER,0,0,0,0.0,0
2019-05-14,PLAYLIST,0,0,0,0.0,0
2019-05-14,RELATED_VIDEO,0,0,0,0.0,0
2019-05-14,SHORTS,0,0,0,0.0,0
2019-05-14,SHORTS_CONTENT_LINKS,0,0,0,0.0,0
2019-05-14,SOUND_PAGE,0,0,0,0.0,0
2019-05-14,SUBSCRIBER,0,0,0,0.0,0
2019-05-14,YT_CHANNEL,0,0,0,0.0,0
2019-05-14,YT_OTHER_PAGE,0,0,0,0.0,0
2019-05-14,YT_SEARCH,0,0,0,0.0,0
2019-05-15,ADVERTISING,0,0,0,0.0,0
2019-05-15,END_SCREEN,0,0,0,0.0,0
2019-05-15,EXT_URL,0,0,0,0.0,0
2019-05-15,HASHTAGS,0,0,0,0.0,0
2019-05-15,NOTIFICATION,0,0,0,0.0,0
2019-05-15,NO_LINK_OTHER,0,0,0,0.0,0
2019-05-15,PLAYLIST,0,0,0,0.0,0
2019-05-15,RELATED_VIDEO,0,0,0,0.0,0
2019-05-15,SHORTS,0,0,0,0.0,0
2019-05-15,SHORTS_CONTENT_LINKS,0,0,0,0.0,0
2019-05-15,SOUND_PAGE,0,0,0,0.0,0
2019-05-15,SUBSCRIBER,0,0,0,0.0,0
2019-05-15,YT_CHANNEL,0,0,0,0.0,0
2019-05-15,YT_OTHER_PAGE,0,0,0,0.0,0
2019-05-15,YT_SEARCH,0,0,0,0.0,0
2019-05-16,ADVERTISING,0,0,0,0.0,0
2019-05-16,END_SCREEN,0,0,0,0.0,0
2019-05-16,EXT_URL,0,0,0,0.0,0
2019-05-16,HASHTAGS,0,0,0,0.0,0
2019-05-16,NOTIFICATION,0,0,0,0.0,0
2019-05-16,NO_LINK_OTHER,0,0,0,0.0,0
2019-05-16,PLAYLIST,0,0,0,0.0,0
2019-05-16,RELATED_VIDEO,0,0,0,0.0,0
2019-05-16,SHORTS,0,0,0,0.0,0
2019-05-16,SHORTS_CONTENT_LINKS,0,0,0,0.0,0
2019-05-16,SOUND_PAGE,0,0,0,0.0,0
2019-05-16,SUBSCRIBER,0,0,0,0.0,0
2019-05-16,YT_CHANNEL,0,0,0,0.0,0
2019-05-16,YT_OTHER_PAGE,0,0,0,0.0,0
2019-05-16,YT_SEARCH,0,0,0,0.0,0
2019-05-17,ADVERTISING,0,0,0,0.0,0
2019-05-17,END_SCREEN,0,0,0,0.0,0
2019-05-17,EXT_URL,0,0,0,0.0,0
2019-05-17,HASHTAGS,0,0,0,0.0,0
2019-05-17,NOTIFICATION,0,0,0,0.0,0
2019-05-17,NO_LINK_OTHER,0,0,0,0.0,0
2019-05-17,PLAYLIST,0,0,0,0.0,0
2019-05-17,RELATED_VIDEO,0,0,0,0.0,0
2019-05-17,SHORTS,0,0,0,0.0,0
2019-05-17,SHORTS_CONTENT_LINKS,0,0,0,0.0,0
2019-05-17,SOUND_PAGE,0,0,0,0.0,0
2019-05-17,SUBSCRIBER,0,0,0,0.0,0
2019-05-17,YT_CHANNEL,0,0,0,0.0,0
2019-05-17,YT_OTHER_PAGE,0,0,0,0.0,0
2019-05-17,YT_SEARCH,0,0,0,0.0,0
2019-05-18,ADVERTISING,0,0,0,0.0,0
2019-05-18,END_SCREEN,0,0,0,0.0,0
2019-05-18,EXT_URL,0,0,0,0.0,0
2019-05-18,HASHTAGS,0,0,0,0.0,0
2019-05-18,NOTIFICATION,0,0,0,0.0,0
2019-05-18,NO_LINK_OTHER,0,0,0,0.0,0
2019-05-18,PLAYLIST,0,0,0,0.0,0
2019-05-18,RELATED_VIDEO,0,0,0,0.0,0
2019-05-18,SHORTS,0,0,0,0.0,0
2019-05-18,SHORTS_CONTENT_LINKS,0,0,0,0.0,0
2019-05-18,SOUND_PAGE,0,0,0,0.0,0
2019-05-18,SUBSCRIBER,0,0,0,0.0,0
2019-05-18,YT_CHANNEL,0,0,0,0.0,0
2019-05-18,YT_OTHER_PAGE,0,0,0,0.0,0
2019-05-18,YT_SEARCH,0,0,0,0.0,0
2019-05-19,ADVERTISING,0,0,0,0.0,0
2019-05-19,END_SCREEN,0,0,0,0.0,0
2019-05-19,EXT_URL,0,0,0,0.0,0
2019-05-19,HASHTAGS,0,0,0,0.0,0
2019-05-19,NOTIFICATION,0,0,0,0.0,0
2019-05-19,NO_LINK_OTHER,0,0,0,0.0,0
2019-05-19,PLAYLIST,0,0,0,0.0,0
2019-05-19,RELATED_VIDEO,0,0,0,0.0,0
2019-05-19,SHORTS,0,0,0,0.0,0
2019-05-19,SHORTS_CONTENT_LINKS,0,0,0,0.0,0
2019-05-19,SOUND_PAGE,0,0,0,0.0,0
2019-05-19,SUBSCRIBER,0,0,0,0.0,0
2019-05-19,YT_CHANNEL,0,0,0,0.0,0
2019-05-19,YT_OTHER_PAGE,0,0,0,0.0,0
2019-05-19,YT_SEARCH,0,0,0,0.0,0
2019-05-20,ADVERTISING,0,0,0,0.0,0
2019-05-20,END_SCREEN,0,0,0,0.0,0
2019-05-20,EXT_URL,0,0,0,0.0,0
2019-05-20,HASHTAGS,0,0,0,0.0,0
2019-05-20,NOTIFICATION,0,0,0,0.0,0
