country,views,engagedViews,watchTimeHours,subscribers,averageViewDuration,averageViewPercentage
IN,121,121,4.48,-538,133,18.05
ID,21,21,0.88,-79,152,24.94
BD,12,12,0.1,0,33,5.76
VN,11,11,0.1,0,35,6.08
PH,10,10,0.05,0,21,3.06
UZ,10,10,0.47,0,170,26.640000000000004
GB,0,0,0.0,0,0,0
