country,views,engagedViews,watchTimeHours,subscribers,averageViewDuration,averageViewPercentage
IN,1292,1292,50.9,-1425,141,20.94
ID,459,459,24.73,-219,194,16.43
BD,128,128,4.83,-10,136,20.76
KH,65,65,2.53,0,140,24.49
US,50,50,0.35,0,25,2.41
GB,36,36,0.03,0,4,0.3
PH,30,30,0.45,0,55,8.65
VN,27,27,0.25,0,34,5.26
MY,15,15,0.2,0,50,8.01
UZ,10,10,0.47,0,170,26.640000000000004
BR,0,0,0.0,-10,0,0
